metric,tag,trainer_step,raw_value,smoothed_value
train_mean_reward,Reward / Total reward (mean),92800.0,37.786582946777344,79.54339566425584
train_mean_reward,Reward / Total reward (mean),93600.0,97.24154663085938,83.08302585757654
train_mean_reward,Reward / Total reward (mean),94400.0,94.95953369140625,85.45832742434249
train_mean_reward,Reward / Total reward (mean),95200.0,91.9039306640625,86.74744807228649
train_mean_reward,Reward / Total reward (mean),96000.0,91.15229797363281,87.62841805255574
train_mean_reward,Reward / Total reward (mean),96800.0,88.95447540283203,87.893629522611
train_mean_reward,Reward / Total reward (mean),97600.0,85.31092834472656,87.3770892870341
train_mean_reward,Reward / Total reward (mean),98400.0,86.96922302246094,87.29551603411947
train_mean_reward,Reward / Total reward (mean),99200.0,81.40789794921875,86.11799241713932
train_mean_reward,Reward / Total reward (mean),100000.0,94.43202209472656,87.78079835265676
train_mean_reward,Reward / Total reward (mean),100800.0,95.44359588623047,89.31335785937151
train_mean_reward,Reward / Total reward (mean),101600.0,94.5267562866211,90.35603754482142
train_mean_reward,Reward / Total reward (mean),102400.0,89.05003356933594,90.09483674972432
train_mean_reward,Reward / Total reward (mean),103200.0,85.90267181396484,89.25640376257243
train_mean_reward,Reward / Total reward (mean),104000.0,93.71638488769531,90.148399987597
train_mean_reward,Reward / Total reward (mean),104800.0,89.6025161743164,90.03922322494088
train_mean_reward,Reward / Total reward (mean),105600.0,95.5859146118164,91.148561502316
train_mean_reward,Reward / Total reward (mean),106400.0,72.69833374023438,87.45851594989968
train_mean_reward,Reward / Total reward (mean),107200.0,41.33147048950195,78.23310685782013
train_mean_reward,Reward / Total reward (mean),108000.0,86.36258697509766,79.85900288127564
train_mean_reward,Reward / Total reward (mean),108800.0,86.67439270019531,81.22208084505958
train_mean_reward,Reward / Total reward (mean),109600.0,102.04373931884766,85.3864125398172
train_mean_reward,Reward / Total reward (mean),110400.0,56.44428253173828,79.59798653820143
train_mean_reward,Reward / Total reward (mean),111200.0,100.07151794433594,83.69269281942833
train_mean_reward,Reward / Total reward (mean),112000.0,94.61920166015625,85.87799458757391
train_mean_reward,Reward / Total reward (mean),112800.0,86.15435028076172,85.93326572621147
train_mean_reward,Reward / Total reward (mean),113600.0,81.9493179321289,85.13647616739496
train_mean_reward,Reward / Total reward (mean),114400.0,85.88725280761719,85.2866314954394
train_mean_reward,Reward / Total reward (mean),115200.0,100.94808959960938,88.41892311627339
train_mean_reward,Reward / Total reward (mean),116000.0,94.01564025878906,89.53826654477652
train_mean_reward,Reward / Total reward (mean),116800.0,86.59080505371094,88.9487742465634
train_mean_reward,Reward / Total reward (mean),117600.0,87.07927703857422,88.57487480496557
train_mean_reward,Reward / Total reward (mean),118400.0,87.68201446533203,88.39630273703887
train_mean_reward,Reward / Total reward (mean),119200.0,86.19264221191406,87.95557063201392
train_mean_reward,Reward / Total reward (mean),120000.0,90.2794189453125,88.42034029467362
train_mean_reward,Reward / Total reward (mean),120800.0,93.88072967529297,89.51241817079749
train_mean_reward,Reward / Total reward (mean),121600.0,85.01998138427734,88.61393081349345
train_mean_reward,Reward / Total reward (mean),122400.0,81.50774383544922,87.19269341788461
train_mean_reward,Reward / Total reward (mean),123200.0,85.02711486816406,86.7595777079405
train_mean_reward,Reward / Total reward (mean),124000.0,83.08599090576172,86.02486034750473
train_mean_reward,Reward / Total reward (mean),124800.0,79.20662689208984,84.66121365642175
train_mean_reward,Reward / Total reward (mean),125600.0,79.80343627929688,83.68965818099677
train_mean_reward,Reward / Total reward (mean),126400.0,86.00701141357422,84.15312882751226
train_mean_reward,Reward / Total reward (mean),127200.0,87.39603424072266,84.80170991015434
train_mean_reward,Reward / Total reward (mean),128000.0,91.9502182006836,86.23141156826019
train_mean_reward,Reward / Total reward (mean),128800.0,96.73277282714844,88.33168382003784
train_mean_reward,Reward / Total reward (mean),129600.0,81.21009063720703,86.90736518347167
train_mean_reward,Reward / Total reward (mean),130400.0,96.4861068725586,88.82311352128906
train_mean_reward,Reward / Total reward (mean),131200.0,93.87250518798828,89.83299185462892
train_mean_reward,Reward / Total reward (mean),132000.0,86.82818603515625,89.23203069073438
train_mean_reward,Reward / Total reward (mean),132800.0,88.4661636352539,89.07885727963827
train_mean_reward,Reward / Total reward (mean),133600.0,99.93807983398438,91.25070179050749
train_mean_reward,Reward / Total reward (mean),134400.0,90.32598114013672,91.06575766043335
train_mean_reward,Reward / Total reward (mean),135200.0,91.64852142333984,91.18231041301465
train_mean_reward,Reward / Total reward (mean),136000.0,81.87455749511719,89.32075982943516
train_mean_reward,Reward / Total reward (mean),136800.0,95.63996887207031,90.58460163796218
train_mean_reward,Reward / Total reward (mean),137600.0,82.92921447753906,89.05352420587755
train_mean_reward,Reward / Total reward (mean),138400.0,98.37677764892578,90.9181748944872
train_mean_reward,Reward / Total reward (mean),139200.0,95.30085754394531,91.79471142437882
train_mean_reward,Reward / Total reward (mean),140000.0,82.73812103271484,89.98339334604601
train_mean_reward,Reward / Total reward (mean),140800.0,86.99347686767578,89.38541005037196
train_mean_reward,Reward / Total reward (mean),141600.0,83.99720001220703,88.30776804273897
