metric,env_steps,ppo_mean,ppo_std,dreamer_mean,dreamer_std,ppo_seed_0,ppo_seed_1,dreamer_seed_0,dreamer_seed_1,ppo_raw_seed_0,ppo_raw_seed_1,dreamer_raw_seed_0,dreamer_raw_seed_1
mean_episode_return,0.0,-0.0007888227701187134,0.17280741035938263,-1.033912595648032,0.13510907040192532,-0.17359623312950134,0.17201858758926392,-1.1690216660499573,-0.8988035252461066,-0.17359623312950134,0.17201858758926392,-1.1690216660499573,-0.8988035252461066
mean_episode_return,1200.0,-1.024283044040203,0.6204812005162239,-1.1433163843374206,0.24451285909131393,-0.4038018435239792,-1.644764244556427,-1.3878292434287345,-0.8988035252461066,-0.634007453918457,-3.461547076702118,-1.606636820807512,-0.8988035252461066
mean_episode_return,2400.0,-0.3049079825480778,1.356008067727089,-1.1833883520131794,0.28458482676707264,1.051100085179011,-1.6609160502751668,-1.467973178780252,-0.8988035252461066,3.9609039425849915,-1.6932196617126465,-1.6282610494832872,-0.8988035252461066
mean_episode_return,3600.0,1.0970088467001915,2.2445627748966217,-1.2061273644355306,0.30732383918942396,3.341571621596813,-1.1475539281964302,-1.5134512036249546,-0.8988035252461066,10.21298623085022,0.39253243803977966,-1.6498852781590625,-0.8988035252461066
mean_episode_return,4800.0,2.2908858478069307,2.5605996370315554,-1.2219331947565188,0.32312966951041217,4.851485484838486,-0.26971378922462463,-1.545062864266931,-0.8988035252461067,10.891140937805176,3.2416467666625977,-1.6715095068348378,-0.8988035252461066
mean_episode_return,6000.0,3.7090785056352615,2.149016221364339,-1.2021677484528437,0.4944530145247143,5.8580947269996,1.5600622842709224,-1.696620762977558,-0.7077147339281294,10.891140937805176,10.708942651748657,-2.4544102565306933,0.24772922266175712
mean_episode_return,7200.0,5.10001442687852,1.568431462560381,-1.0149178741786904,0.6701334647748299,6.668445889438901,3.5315829643181393,-1.6850513389535204,-0.3447844094038605,11.530552864074707,15.36070704460144,-1.6156347948092933,1.8327975377417527
mean_episode_return,8400.0,6.342917907983065,1.2656271383166313,-0.7229902324229882,0.8485371057973288,7.608545046299696,5.077290769666433,-1.571527338220317,0.12554687337434062,14.189239144325256,15.897245407104492,-0.7768593330878932,3.4178658528217487
mean_episode_return,9600.0,7.771096219619116,1.49158826801512,-0.3612774123462534,1.0287562073347498,9.262684487634235,6.279507951603995,-1.3900336196810033,0.6674787949884965,22.495800018310547,15.897245407104492,0.06191612863350704,5.002934167901744
mean_episode_return,10800.0,9.111151400208474,1.8698697030544276,-0.1570152580729206,1.3690211260874645,10.9810211032629,7.2412816971540455,-1.5260363841603852,1.212005868014544,26.4460506439209,15.897245407104492,-2.750061264474825,6.112749525248972
mean_episode_return,12000.0,10.214007586240768,2.2312542687762864,0.07198401268040122,1.6520276866115944,12.445261855017055,7.982753317464482,-1.5800436739311932,1.7240116992919956,27.087669372558594,15.397469520568848,-2.1201165716392696,6.84407001206651
mean_episode_return,13200.0,11.088091842830181,2.5773706386486683,0.3195361207937151,1.892090478464285,13.66546248147885,8.510721204181513,-1.5725543576705698,2.211626599258,27.087669372558594,14.318367958068848,-1.4901718788037142,7.5753904988840475
mean_episode_return,14400.0,11.827701598405838,2.870238336232992,0.5813596422608688,2.099119602108176,14.69793993463883,8.957463262172846,-1.5177599598473075,2.680479244369045,27.087669372558594,14.318367958068848,-0.8602271859681587,8.306710985701585
mean_episode_return,15600.0,12.461652817470686,3.121267791305269,0.708330309550552,2.3973292983121626,15.582920608775956,9.340385026165418,-1.6889989887616106,3.1056596078627146,27.087669372558594,14.318367958068848,-3.91510636464755,8.633004333280416
mean_episode_return,16800.0,12.991696820656458,3.325888033707936,0.8534542792029701,2.6002142677252205,16.317584854364394,9.665808786948523,-1.7467599885222505,3.4536685469281907,26.60288429260254,14.221741437911987,-2.555413985171209,8.32579369384486
mean_episode_return,18000.0,13.695705460384488,3.325773898512125,1.0133278070251106,2.7256478966206497,17.021479358896613,10.369931561872363,-1.712320089595539,3.7389757036457603,27.579896926879883,20.93177318572998,-1.1957216056948687,8.018583054409305
mean_episode_return,19200.0,14.830852776765823,3.394316452391007,1.1853480298105517,2.787298068619208,18.22516922915683,11.436536324374815,-1.601950038808656,3.9726460984297596,37.48420715332031,28.502212524414062,0.16397077378147173,7.711372414973749
mean_episode_return,20400.0,16.134245582752758,3.466885503795411,1.235895614615112,2.9279619392719,19.60113108654817,12.667360078957346,-1.6920663246567877,4.163857553887012,42.99248266220093,33.59136390686035,-3.2240431840750263,7.414452296660303
mean_episode_return,21600.0,17.42369363339324,3.5665133030791027,1.3316837840009796,2.9895138258642424,20.99020693647234,13.857180330314135,-1.6578300418632625,4.321197609865222,45.99357223510742,35.27394485473633,-1.0415769515798106,7.153318617473006
mean_episode_return,22800.0,18.7031316652894,3.611453798413276,1.4659264502809588,2.983820526005288,22.314585463702677,15.091677866876125,-1.517894075724329,4.449746976286247,47.4777774810791,38.547131061553955,1.1408892809154052,6.892184938285708
mean_episode_return,24000.0,19.951935939845583,3.670261136123111,1.6331301138987473,2.9204884949023646,23.622197075968696,16.281674803722474,-1.287358381003617,4.553618608801112,49.77442932128906,40.081613540649414,3.323355513410621,6.6310512590984105
mean_episode_return,25200.0,22.23168885920729,3.9872745907022846,1.866647799490782,3.042547101527004,26.218963449909573,18.244414268505004,-1.1758993020362223,4.909194901017786,54.358497619628906,41.38954734802246,1.171618992265335,6.568298611304044
mean_episode_return,26400.0,24.916443235107828,4.45968569673243,2.187474888727861,3.2315681164721326,29.37612893184026,20.4567575383754,-1.0440932277442714,5.419043005199994,65.66646766662598,42.99766159057617,1.16129073932346,9.808006662580251
mean_episode_return,27600.0,27.569380662980535,4.955200127902486,2.5857068357508948,3.497456085596839,32.52458079088302,22.61418053507805,-0.9117492498459443,6.083162921347734,70.07839298248291,43.61266326904297,1.1509624863815846,13.047714713856458
mean_episode_return,28800.0,30.199031225272584,5.312781399204615,3.061343640559884,3.840211008901125,35.5118126244772,24.88624982606797,-0.7788673683412407,6.901554649461009,72.94485473632812,48.105987548828125,1.1406342334397095,16.287422765132668
